sentence1,sentence2,label,idx,label_ok,CosCls,EucCls,IcmCls,CosAvg,EucAvg,IcmAvg,CosSum,EucSum,IcmSum,CosF_ind,EucF_ind,IcmF_ind,CosF_joint,EucF_joint,IcmF_joint,CosF_inf,EucF_inf,IcmF_inf,model
A man is peeling a banana.,A woman is peeling a potato.,1.399999976158142,160,0.27999999523162844,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9877296686172485,0.7405300542657739,0.48222778861257615,0.9877296090126038,0.9353520949579671,0.031140227445702353,0.9886003732681274,0.8370766581608642,0.15572497465409768,0.9872722029685974,0.8258957819990563,0.7101429139387836,0.9873902201652527,0.8351091412235002,0.26978342586899917,glove-twitter-25
A boy is riding a horse.,A monkey is riding a bus.,0.4000000059604645,161,0.0800000011920929,0.7913895845413208,0.6370463312309128,0.45777007188730445,0.9936420917510986,0.7996851432240879,0.5820945023482829,0.9936420321464539,0.9500908095852226,0.036600210795588714,0.9856402277946472,0.81766132020808,0.15470538304501735,0.9775316119194031,0.796604251563628,0.5343415834963658,0.9785602688789368,0.7975243954648475,0.2288830348790395,glove-twitter-25
The puppy tried to get out of the tub.,A puppy is trying to get out of a bathtub.,4.400000095367432,162,0.8800000190734864,0.9999998807907104,1.0,0.5618341890504788,0.9862916469573975,0.686719179112647,0.7569118969735336,0.9862916469573975,0.878947176127991,0.11497850594398404,0.9836775660514832,0.7357621874096993,0.3106109856316049,0.9755193591117859,0.7558323781574776,0.6350234458252875,0.9776370525360107,0.7507741847350485,0.27747059617569025,glove-twitter-25
A woman is peeling an onion.,The woman is slicing green onions.,3.25,163,0.65,1.000000238418579,1.0,0.6704884746562783,0.9688851237297058,0.6252597979676617,0.3973961820562359,0.9688851237297058,0.9066320827682003,0.026502245451553285,0.9672918319702148,0.7330023645956725,0.13752338217987997,0.9683767557144165,0.7338508457373154,0.704975331808805,0.9661202430725098,0.7344289382906319,0.2564931861172333,glove-twitter-25
A person is mixing a pot of rice.,A person is peeling a potato.,0.777999997138977,164,0.15559999942779543,1.0,1.0,0.7790640761654486,0.9803298115730286,0.6614074497655926,0.514854797484543,0.9803298115730286,0.8280219606638756,0.04493779464008289,0.970808207988739,0.6757351867197909,0.1894838454222148,0.9684568047523499,0.728931826145053,0.6847540109637749,0.9674040079116821,0.7260104995601473,0.29177247013344826,glove-twitter-25
A man is playing a guitar.,The girl is playing the guitar.,2.25,165,0.45,0.7872603535652161,0.5452035500017058,0.6382395374750118,0.9538137912750244,0.42954256545702085,0.72408899514897,0.9538138508796692,0.857868399067732,0.04436344324160074,0.9680562615394592,0.7169950728086337,0.16975025372099856,0.9824018478393555,0.8157033238910314,0.5146033997505646,0.979339063167572,0.7963466173017524,0.19426695424539175,glove-twitter-25
A lion cub tries to climb a fence.,A lion tries to climb over a wall.,2.75,166,0.55,1.0,1.0,0.4719479999984862,0.9861971735954285,0.6976248773010476,0.4310868052831653,0.9861971735954285,0.9031369862620893,0.052813321122277435,0.9829267859458923,0.7794026939819673,0.19437420796660082,0.9799643754959106,0.7810864537256454,0.6040626117602492,0.9800278544425964,0.7855146410149978,0.2898744623372275,glove-twitter-25
A man is talking on a cell phone.,A guy is talking into a microphone.,2.0,167,0.4,0.8295313715934753,0.6009970077814393,0.6427198950861892,0.9877673983573914,0.7119948811737637,0.6972801666025092,0.9877673983573914,0.880715856614407,0.0673161444780134,0.9800888895988464,0.7364688077142236,0.22810931043911403,0.969174861907959,0.735341028924261,0.6129113306663165,0.972573459148407,0.7590773315854823,0.2652788772876272,glove-twitter-25
A man is playing a guitar.,A man is cleaning a cd.,0.8330000042915344,168,0.1666000008583069,0.9999999403953552,1.0,0.7456894045099264,0.9876649975776672,0.7098822715108289,0.6553956383905795,0.987665057182312,0.9277160880400174,0.04060778393915253,0.9828261733055115,0.7942493806831399,0.16907769192956257,0.9811748266220093,0.8063558895133363,0.5880619025459703,0.980330228805542,0.7997479073829241,0.23772180707743107,glove-twitter-25
Someone is pouring chicken broth into a pot.,The man is pouring broth into the pot.,3.75,169,0.75,0.8737497925758362,0.6113207188101307,0.7505187473769339,0.9807278513908386,0.6654818970701308,0.4874711367659677,0.9807279706001282,0.8928403140545895,0.05790918616085383,0.9821680188179016,0.7714346702296594,0.2129040156757705,0.9865013360977173,0.8274218863292958,0.6210113807107029,0.9845696687698364,0.7975060742583169,0.29612066399326126,glove-twitter-25
A woman is chopping an onion.,A woman is chopping garlic with a knife.,1.7999999523162842,170,0.35999999046325687,1.000000238418579,1.0,0.6704884746562783,0.9835526347160339,0.714527143608321,0.4327440277354622,0.9835525751113892,0.8493696012844739,0.0391659398053117,0.9720091223716736,0.6716242473491562,0.1753994552233612,0.9604749083518982,0.6960757420890938,0.7264867933045813,0.9627867937088013,0.6809996778341565,0.30489338700578794,glove-twitter-25
The man is shaking hands with other men.,A man is shaking another mans hand.,4.333000183105469,171,0.8666000366210938,0.9999999403953552,1.0,0.7456894045099264,0.9804269671440125,0.6382247376888036,0.5983687445762662,0.9804268479347229,0.8568822075778465,0.059370061710117675,0.9750989079475403,0.71611451546262,0.19251983634552028,0.9671160578727722,0.7718292757559737,0.4015427225961599,0.9663358926773071,0.7491312395203896,0.21615493529773416,glove-twitter-25
A target is being hit with gun fire.,The target was being shot with bullets.,4.214000225067139,172,0.8428000450134278,0.9999998807907104,1.0,0.4993621384615559,0.9838505387306213,0.6966261184627514,0.5883768357077657,0.9838505387306213,0.8898342036472202,0.058567344183042755,0.9840956330299377,0.7812904957104346,0.1966408174147079,0.9764711856842041,0.7831958533212725,0.4683135525886623,0.9800143837928772,0.800345274512984,0.23820407518466363,glove-twitter-25
A woman is applying makeup.,A man is playing a guitar.,0.0,173,0.0,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9478133320808411,0.41600103723858406,0.5604225997070043,0.9478132724761963,0.8339980289518828,0.0290525691113132,0.9330785870552063,0.5957167964888179,0.1319588542382757,0.9313991665840149,0.6314610435200978,0.5470875316862054,0.9272035360336304,0.6295679318246111,0.20623341033668285,glove-twitter-25
A woman is slicing a big pepper.,A person is cutting a green pepper.,3.4000000953674316,174,0.6800000190734864,0.9135538339614868,0.7097635896689668,0.6777390170561892,0.9950022101402283,0.8074886316550318,0.5195770567011657,0.9950022101402283,0.9451829434035098,0.046133131461547794,0.9946866035461426,0.8807547620653944,0.18968726519728274,0.994286298751831,0.8789549919564457,0.6316357373801309,0.9936418533325195,0.8713675633504213,0.2978994531563612,glove-twitter-25
A man puts some cheese on a pizza.,A man is sprinkling shredded cheese on a pizza.,4.199999809265137,175,0.8399999618530274,0.9999999403953552,1.0,0.7456894045099264,0.9854540228843689,0.6304304080016341,0.5421142482362793,0.9854540824890137,0.902765628743486,0.07084455586966039,0.9915874600410461,0.8295649378924361,0.2512704586656281,0.9967293739318848,0.8752618040565735,0.6565813814308095,0.9938734769821167,0.8059843981874029,0.3473785458333014,glove-twitter-25
A man is staring at a leaf.,A man is slicing a vegetable.,0.800000011920929,176,0.1600000023841858,0.9999999403953552,1.0,0.7456894045099264,0.9757001996040344,0.603154149818123,0.4996060856498416,0.9757001399993896,0.8587301640664698,0.03797812652685201,0.9635129570960999,0.679989645189733,0.17577165053768706,0.9540976881980896,0.6399224381482058,0.8025555919306906,0.9551213383674622,0.6761944205244262,0.2939626151587155,glove-twitter-25
A person is picking a komodo dragon and putting it in a box.,A person is placing a baby komodo dragon into a container.,4.199999809265137,177,0.8399999618530274,1.0,1.0,0.7790640761654486,0.9918243288993835,0.7143531057734203,0.4903674182509899,0.9918240904808044,0.7737556584575258,0.13045084040971078,0.9826720356941223,0.6677025141056121,0.3443664745380228,0.9733734726905823,0.7516636206262833,0.6248686107932488,0.9760906100273132,0.7377948193471557,0.40850817259203415,glove-twitter-25
A person drops a camera down an escelator.,A man tosses a bag down an escalator.,2.75,178,0.55,0.7910284399986267,0.545374042405351,0.6469659980000678,0.9802026748657227,0.6235588760077113,0.4599379527886582,0.9802026748657227,0.9059899768139323,0.04824915235885345,0.9777318835258484,0.7563354510587504,0.1869679308454692,0.9681768417358398,0.7432582242787984,0.5220667907993364,0.9720751643180847,0.7435173344479014,0.2777021367397933,glove-twitter-25
The man is playing the keyboards.,A man is playing guitar.,2.200000047683716,179,0.4400000095367432,0.9999999403953552,1.0,0.7456894045099264,0.9697983264923096,0.5700563162907487,0.6369379917087947,0.9697982668876648,0.8811875451195893,0.03263825930944725,0.9636268615722656,0.6960159675131568,0.14209153110303363,0.9470270276069641,0.6573386593382696,0.5618989756936774,0.9514409303665161,0.707624749694,0.1892707356423335,glove-twitter-25
A woman is applying eye shadow.,A woman is washing a bowl.,1.2000000476837158,180,0.24000000953674316,1.000000238418579,1.0,0.6704884746562783,0.9747517704963684,0.6084169983853699,0.5002842234186109,0.9747518301010132,0.902435627243496,0.03212742105305208,0.9567745327949524,0.6774651105687904,0.14089568575347333,0.948943018913269,0.6746672244724339,0.5396781183794817,0.9464523792266846,0.6697181254833566,0.23384824779556052,glove-twitter-25
A woman is playing the flute.,A man is playing a keyboard.,1.0,181,0.2,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9753993153572083,0.6150364695968338,0.6188864979357125,0.9753993153572083,0.904084899333073,0.0386117380400441,0.9670771956443787,0.7167286281236702,0.1614630730750215,0.9596730470657349,0.7126101415426087,0.6058885359626707,0.9600262641906738,0.7227916910909504,0.21994661834652451,glove-twitter-25
A man is riding on a horse.,A woman is riding an elephant.,1.5329999923706055,182,0.3065999984741211,0.765417754650116,0.5409147246720292,0.5904030126894899,0.973849892616272,0.5777305188528183,0.58735883088775,0.973849892616272,0.8526768591495582,0.043461188046353585,0.9662667512893677,0.6758730035284126,0.16846981419710466,0.9663470983505249,0.7517342988017457,0.5183198157011084,0.963830292224884,0.7313680993355222,0.23543746606910965,glove-twitter-25
A man is playing flute.,A man is dancing.,0.20000000298023224,183,0.04000000059604645,0.9999999403953552,1.0,0.7456894045099264,0.9876759648323059,0.6982202824591306,0.607647396334088,0.9876760244369507,0.9381016027644904,0.019725707214653998,0.9778369069099426,0.7909287238397109,0.10517420791261804,0.9703433513641357,0.7585159717860586,0.5160404663628502,0.9701820015907288,0.7702601649646226,0.17750820383350535,glove-twitter-25
A tiger is walking around his cage.,A tiger walks around aimlessly.,3.0,184,0.6000000000000001,1.0,1.0,0.4491502685224886,0.9486170411109924,0.45850828631917206,0.40845892678939894,0.9486170411109924,0.7941034994063817,0.026367665769044698,0.9289880394935608,0.5753715729404734,0.12123084269618813,0.9062177538871765,0.5379425239936909,0.5324458876161626,0.915046215057373,0.5962380647517901,0.20444893286797294,glove-twitter-25
A person pours cooking oil into a pot.,A person is pouring olive oil into a pot on the stove.,3.799999952316284,185,0.7599999904632568,1.0,1.0,0.7790640761654486,0.9858995676040649,0.7138611596948949,0.4966119717123583,0.9858996272087097,0.7141207245712891,0.08889505544685973,0.9771813154220581,0.6046505684359386,0.2763197336210742,0.965267539024353,0.731221980449948,0.6363485630846706,0.9697458744049072,0.7007434482167982,0.38301100583979725,glove-twitter-25
A woman is cutting potato.,A woman is riding a horse.,0.75,186,0.15000000000000002,1.000000238418579,1.0,0.6704884746562783,0.9741411209106445,0.6006118822156035,0.5297697995552157,0.974141001701355,0.8742789641189942,0.02761610707912437,0.9609516263008118,0.6884000086839703,0.12968263903276023,0.9559536576271057,0.708661053292584,0.5508296657313347,0.9548086524009705,0.7059294513323133,0.217702655466108,glove-twitter-25
A parrot is talking.,A parrot is talking into a microphone.,3.0,187,0.6000000000000001,0.9999999403953552,1.0,0.4134129452400316,0.9830813407897949,0.7034910960950155,0.5123628445268253,0.9830813407897949,0.8180785697116133,0.025089683967598215,0.968347430229187,0.6451578552077097,0.1301141677610284,0.9561790227890015,0.688246898233466,0.6246230483748281,0.9576684236526489,0.6868293660057845,0.2191319233015987,glove-twitter-25
A man is singing into a microphone.,A man is dancing in the rain.,0.4000000059604645,188,0.0800000011920929,0.9999999403953552,1.0,0.7456894045099264,0.9802338480949402,0.620656856422237,0.6819853891375116,0.9802338480949402,0.8919831345558236,0.057730597008709736,0.9576735496520996,0.652482791105031,0.199612886388714,0.9344878792762756,0.6172839539769119,0.5235836137614196,0.9386528134346008,0.6433251940874377,0.22358194667375592,glove-twitter-25
A woman is exercising.,A woman lifts weights.,3.4000000953674316,189,0.6800000190734864,1.000000238418579,1.0,0.6704884746562783,0.9491586089134216,0.45374613021372334,0.3871691560350841,0.9491585493087769,0.9027848791914806,0.00876732620538475,0.9428114295005798,0.6923847419342473,0.07326181775495015,0.9426963925361633,0.6482366407514364,0.6494294516357615,0.9406690001487732,0.6736460963663851,0.19451149244044813,glove-twitter-25
A child runs into and out of the ocean waves.,A young boy is running toward and from the ocean waves.,3.799999952316284,190,0.7599999904632568,0.8335261940956116,0.6496256071525466,0.5541676458815765,0.9922527074813843,0.7721583434810189,0.6440293622023445,0.9922525882720947,0.9060007916723563,0.12317350073533168,0.9980275630950928,0.9102832499539351,0.30091066311393366,0.9996904730796814,0.9774713088938937,0.4178413381154869,0.9992659687995911,0.946444101687534,0.25077325588592264,glove-twitter-25
A man is playing the piano.,A man is playing a wooden flute.,1.399999976158142,191,0.27999999523162844,0.9999999403953552,1.0,0.7456894045099264,0.9894533157348633,0.6847231155494027,0.6019655885180732,0.9894534349441528,0.9338806685802333,0.044373870893918935,0.9763025045394897,0.7530757159775574,0.1741786507818241,0.9627881050109863,0.7034738043550697,0.5813308418046719,0.9631714224815369,0.7130159503226592,0.22808478581613628,glove-twitter-25
A guy is riding a horse.,A man is riding a horse in the desert.,3.4000000953674316,192,0.6800000190734864,0.8295313715934753,0.6009970077814393,0.6427198950861892,0.9873300194740295,0.7193612674729082,0.6561848353769446,0.9873300194740295,0.7864759589775981,0.06198309784631287,0.97670978307724,0.6511665237887887,0.2116995013286152,0.9699884653091431,0.7645927981615148,0.5259379389095407,0.9702903032302856,0.7407125373477197,0.2567116406311249,glove-twitter-25
A dog is stealing food from a refrigerator.,The dog took something out of the refrigerator.,3.200000047683716,193,0.6400000095367432,1.0000001192092896,1.0,0.6238099779381776,0.9663703441619873,0.5074828238829132,0.6302664569844314,0.9663702249526978,0.8422268013500107,0.07081466254258265,0.9713590145111084,0.6989855556167769,0.23150520765817661,0.9790652990341187,0.7706942674088435,0.7483227263842838,0.9769952297210693,0.7423960526589315,0.2709276005430121,glove-twitter-25
A person uses a blowtorch on two cameras.,A person is burning cameras.,2.3329999446868896,194,0.466599988937378,1.0,1.0,0.7790640761654486,0.9692952632904053,0.6111677901826427,0.45051783545660923,0.9692952036857605,0.8173342108159263,0.03333826093283078,0.9721462726593018,0.6597542766149609,0.15740466438591055,0.9819105267524719,0.7928807892153359,0.7089293829533205,0.9765871167182922,0.7289912999894719,0.28130784461553243,glove-twitter-25
A man is putting a knife in a vice.,A man is getting into a car in a garage.,0.800000011920929,195,0.1600000023841858,0.9999999403953552,1.0,0.7456894045099264,0.990780770778656,0.7315627325767488,0.7210193214152578,0.9907808899879456,0.860704042586663,0.11057324895651807,0.9777840375900269,0.6927510625840829,0.3020932985623968,0.961483895778656,0.7278165774503995,0.546236353525164,0.9648542404174805,0.7121304492896305,0.30704330126858054,glove-twitter-25
A woman is cooking meat.,A man is speaking.,0.0,196,0.0,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9466126561164856,0.42252627322381786,0.5851317172962911,0.9466124176979065,0.8852655006955623,0.018972036565518224,0.9322059154510498,0.638905602631133,0.09981611643022652,0.929725706577301,0.638433948213806,0.471765162934719,0.9250433444976807,0.6348088267118497,0.16975138862444983,glove-twitter-25
A puppy is trying to come out from the sink.,The puppy tried to get out of the tub.,3.0,197,0.6000000000000001,0.9999998807907104,1.0,0.5618341890504788,0.9895195960998535,0.7272490944780414,0.7734949157531077,0.9895196557044983,0.8879715636708165,0.11701382517183903,0.9901365041732788,0.7978835261096898,0.30675505995774854,0.9837334156036377,0.82606441181063,0.5272252354415918,0.9853776693344116,0.8176580722565394,0.25854631076539836,glove-twitter-25
A person is folding a square paper piece.,A person folds a piece of paper.,3.75,198,0.75,1.0,1.0,0.7790640761654486,0.9882672429084778,0.757254397868157,0.4904823542790561,0.9882672429084778,0.9093967437363554,0.05070295102458826,0.9875731468200684,0.8050123856501786,0.19610899187726838,0.9919813871383667,0.8798719411241576,0.5273056574361903,0.9886612296104431,0.8257523693271678,0.2927421936110602,glove-twitter-25
The boy is playing the piano.,The woman is pouring oil into the pan.,0.0,199,0.0,0.8101120591163635,0.6167277387456447,0.5555848741855486,0.9596620798110962,0.4855315721864838,0.6373431564109067,0.9596620798110962,0.8326840792726403,0.05354793050066081,0.9552826285362244,0.6257173378629215,0.1845443585581238,0.9515321850776672,0.7012812842014337,0.47959338784762534,0.9509254693984985,0.6754906467007507,0.19503396183706923,glove-twitter-25
A man is cutting a potato.,A woman is climbing a rock wall.,0.0,200,0.0,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9741897583007812,0.6226065836870012,0.5408536767062375,0.9741896986961365,0.8902133787634843,0.04055540140668473,0.9646055102348328,0.7052624379669781,0.16243819240889384,0.95592200756073,0.6896957479163015,0.5212246290996911,0.9562767148017883,0.7045373030781639,0.23684309648957863,glove-twitter-25
A woman is feeding a baby.,A man is adding water to pan.,0.0,201,0.0,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9711704254150391,0.5923056829267213,0.5806011701582285,0.9711704254150391,0.8806473089517561,0.0430389576934546,0.9650666117668152,0.6916542647569444,0.1719810122596377,0.9617816805839539,0.7277934161745047,0.5334384850408433,0.9611726999282837,0.7174446290029921,0.2389126376466802,glove-twitter-25
A man is playing a guitar.,A woman is riding a horse.,0.5,202,0.1,0.765417754650116,0.5409147246720292,0.5904030126894899,0.9753022789955139,0.6007463551455254,0.6470296334270458,0.9753021597862244,0.900524474902162,0.040150394864720496,0.9717496633529663,0.7370426780045609,0.16306786965361902,0.9696346521377563,0.7609434458487555,0.5468670217175693,0.9683166146278381,0.7530010375790219,0.22600460487496632,glove-twitter-25
A woman is mixing eggs.,The woman is eating.,0.5,203,0.1,1.000000238418579,1.0,0.6704884746562783,0.9780587553977966,0.531235960752656,0.5812682856227191,0.9780586361885071,0.9311547000855598,0.018842714135102388,0.9797990322113037,0.8048624944127857,0.1084984033127447,0.980085551738739,0.7847859988817276,0.5965427014165525,0.9784611463546753,0.778361227709558,0.1915155827153318,glove-twitter-25
A man is riding on a boat.,A man is tying in the machine.,0.4000000059604645,204,0.0800000011920929,0.9999999403953552,1.0,0.7456894045099264,0.9776833653450012,0.6270322102166959,0.6559856737410097,0.9776833653450012,0.8937984981511166,0.05587397549783295,0.9687377214431763,0.7022856704732777,0.2015880206392956,0.9696800708770752,0.7572103833632615,0.5438656293096717,0.9669988751411438,0.740095531800202,0.24406241102812143,glove-twitter-25
A man is serving cake.,A man seasoning quail.,0.75,205,0.15000000000000002,0.9999999403953552,1.0,0.7456894045099264,0.9514906406402588,0.39842519090337936,0.34622061149615696,0.9514906406402588,0.8430890483824383,0.01097494189618559,0.9378661513328552,0.6398338050204067,0.08465654824760381,0.9246836304664612,0.5646435140989278,0.663515826915408,0.926536500453949,0.6260675994563702,0.2065190340137097,glove-twitter-25
Someone is greating a carrot.,A woman is grating an orange food.,2.5,206,0.5,0.8222498297691345,0.544982521990242,0.6816655900033164,0.9589298367500305,0.49774777375246404,0.4931120480323134,0.9589297771453857,0.836389002571934,0.024230510012654752,0.951195478439331,0.6358822206286343,0.12515700947876296,0.9543891549110413,0.6996769576509072,0.5704188055548662,0.949918806552887,0.6650773758437694,0.21832170816575425,glove-twitter-25
A man is standing on a roof top playing a violin.,A man is on a roof dancing.,1.7999999523162842,207,0.35999999046325687,0.9999999403953552,1.0,0.7456894045099264,0.994830310344696,0.8059349223941876,0.6296394779106942,0.9948302507400513,0.776670627418017,0.08555097628708233,0.9825779795646667,0.6728379764865013,0.2552136141431235,0.9626544117927551,0.726658392709048,0.5683760626867964,0.9677932262420654,0.703245023361574,0.289198261323707,glove-twitter-25
A monkey is karate kicking a person.,A monkey pratices martial arts.,2.5,208,0.5,1.0,1.0,0.45792594208673876,0.9317732453346252,0.42379412984424836,0.30898278270462104,0.9317731857299805,0.7613362705582425,0.01601267318020614,0.9220808148384094,0.5124808715628412,0.09149503778083316,0.920466423034668,0.6040829035797899,0.5400686098250382,0.9191126227378845,0.5918757495528908,0.20432325962900455,glove-twitter-25
A man shappens a knife.,A man carries a women.,0.5,209,0.1,0.9999999403953552,1.0,0.7456894045099264,0.976219117641449,0.6215109635371745,0.5999450861199238,0.9762189984321594,0.9134782960252441,0.019467884732440863,0.965221107006073,0.7338497387320331,0.10853742967920717,0.9561066031455994,0.7063188617085572,0.5729693143798036,0.9569137692451477,0.7228521390978571,0.18488089631191484,glove-twitter-25
A woman is brushing her feet.,A woman is chopping an onion.,0.4000000059604645,210,0.0800000011920929,1.000000238418579,1.0,0.6704884746562783,0.96550452709198,0.5683818722156442,0.4491202832899434,0.9655043482780457,0.8924607434235031,0.029330150393338025,0.9436551332473755,0.642777011441818,0.1383962041666743,0.9316831827163696,0.6207061080820032,0.5888143837369662,0.9316108226776123,0.6244380179452985,0.23800748970063007,glove-twitter-25
A woman is removing skin from some meat.,A woman is slicing a tomato.,1.2000000476837158,211,0.24000000953674316,1.000000238418579,1.0,0.6704884746562783,0.9722789525985718,0.597606078002807,0.46950508485501946,0.9722789525985718,0.8114285318064616,0.04174999998727756,0.9647306203842163,0.6697575372259963,0.18017150024013207,0.9619949460029602,0.6418703437822738,0.6931487601155315,0.962512731552124,0.703169104113597,0.28995339126170155,glove-twitter-25
A man is stirring ingredients in a bowl.,A man is beating two eggs in a bowl with a fork.,2.75,212,0.55,0.9999999403953552,1.0,0.7456894045099264,0.9862674474716187,0.7008627753667469,0.5652838919893237,0.9862673878669739,0.6982839402887318,0.09785984005109061,0.9851289987564087,0.6423074999412595,0.29589242491637896,0.9779720306396484,0.7785017793060591,0.6888900857047937,0.9812238216400146,0.7631838204730598,0.3766492402133144,glove-twitter-25
A woman is relaxing in a bath tub.,A woman is stabbing a potato with a fork.,0.4000000059604645,213,0.0800000011920929,1.000000238418579,1.0,0.6704884746562783,0.9713019728660583,0.6021739906087717,0.5319759327605993,0.9713019728660583,0.8619699866543411,0.06982647285287977,0.9610937237739563,0.6402010531512576,0.2390350100563945,0.960155189037323,0.7067218558144659,0.6486239004001735,0.9573364853858948,0.6653171321817812,0.33506277472600343,glove-twitter-25
A woman is adding oil on fishes.,The woman is cutting potatoes.,0.6000000238418579,214,0.12000000476837158,1.000000238418579,1.0,0.6704884746562783,0.974095344543457,0.6151845721264962,0.4893523780507458,0.9740952849388123,0.8789821173905791,0.03070007846693019,0.9659949541091919,0.6945043452142048,0.14370215464521607,0.9538939595222473,0.6781468282174732,0.6635767031581215,0.9556915760040283,0.6775507166920705,0.23822019696273955,glove-twitter-25
A woman is writing something.,A woman is chopping green onions.,0.800000011920929,215,0.1600000023841858,1.000000238418579,1.0,0.6704884746562783,0.9326421022415161,0.33625294696688013,0.4773833718581872,0.9326423406600952,0.86276518156454,0.0251611576261478,0.8957013487815857,0.5286550412303097,0.11777524688562889,0.8821815848350525,0.5012408517495713,0.5020111549966022,0.8786358833312988,0.5064254506992858,0.19417284668159573,glove-twitter-25
A baby eats his food.,A baby is being fed peas.,3.0,216,0.6000000000000001,1.0,1.0,0.6374224843385534,0.9706496596336365,0.5887338162610154,0.5252860021904739,0.9706496596336365,0.9030286584601955,0.027405987985028028,0.9679657816886902,0.7389053518677475,0.1290861453136276,0.9670230746269226,0.75125500250299,0.5407944652239924,0.9659014940261841,0.7497065014561648,0.20770205421515237,glove-twitter-25
A man is slicing a carrot by a machine.,A man is standing in the rain.,0.4000000059604645,217,0.0800000011920929,0.9999999403953552,1.0,0.7456894045099264,0.9579697847366333,0.4319315217656461,0.5894315562034136,0.9579697251319885,0.8384605979729272,0.06618277103562828,0.9427948594093323,0.5723209848281968,0.21792419090209186,0.9457143545150757,0.6690031435233513,0.48988056516874395,0.937491774559021,0.5812404448321888,0.25569968222118605,glove-twitter-25
A man is playing a guitar and singing on a stage.,A man is playing the electric guitar.,3.200000047683716,218,0.6400000095367432,0.9999999403953552,1.0,0.7456894045099264,0.9857189059257507,0.686714187380258,0.6844476198816221,0.9857189655303955,0.6966397851721691,0.09142169568805414,0.9646515250205994,0.5362021260063341,0.2584213655352617,0.9469119310379028,0.6913549842279573,0.48449223101747435,0.9473398327827454,0.6377328194262842,0.26287808811627483,glove-twitter-25
A boy is playing a piano.,A man is singing and playing a guitar.,1.25,219,0.25,0.8528873324394226,0.6387427553057747,0.60233782908086,0.9884727597236633,0.7218125987332111,0.6845060761022457,0.9884728193283081,0.8354964492162429,0.05686317484049323,0.985920250415802,0.7302602497988053,0.1984935060435814,0.9870522022247314,0.8436284297586232,0.5384915762650428,0.9853423833847046,0.8140439687881362,0.23559791754963122,glove-twitter-25
The person is starting a fire.,A person makes fire.,5.0,220,1.0,1.0,1.0,0.7790640761654486,0.9849827885627747,0.6739103503961743,0.6760271875397184,0.9849827885627747,0.8370089226166351,0.02720437223156492,0.9902065992355347,0.7385388766377425,0.12457744094541102,0.9926326870918274,0.8840504877716324,0.4378401520574778,0.9916000366210938,0.8643720956097791,0.18197449634916885,glove-twitter-25
A woman is riding a horse on the beach.,A woman is washing a bowl.,0.20000000298023224,221,0.04000000059604645,1.000000238418579,1.0,0.6704884746562783,0.9827905297279358,0.6615306153364944,0.6345714649721812,0.9827906489372253,0.7627426223878595,0.06029501781218144,0.9701115489006042,0.6206541159477681,0.21307552210804365,0.961957573890686,0.7193266394222332,0.5802158262497632,0.9630520343780518,0.7127915454792699,0.2738818353244368,glove-twitter-25
A person is chopping an herb.,A man is finely chopping a green substance.,3.0,222,0.6000000000000001,0.7910284399986267,0.545374042405351,0.6469659980000678,0.9790493249893188,0.6865768279268242,0.3632512878612351,0.9790492653846741,0.8880621983643286,0.034281043380658724,0.9736127853393555,0.7190930348649045,0.16714739513174343,0.966395914554596,0.7132574175649069,0.7890138351246236,0.9673287272453308,0.6985988851318308,0.3172468247170731,glove-twitter-25
A woman is collecting tap water in a mug.,A boy is filling a pitcher with water.,1.399999976158142,223,0.27999999523162844,0.8101120591163635,0.6167277387456447,0.5555848741855486,0.9851320385932922,0.7165969111854479,0.5115647536811456,0.9851320385932922,0.8991428612887,0.06777679592571105,0.9850135445594788,0.7836780723014733,0.22932392273951185,0.9783892035484314,0.7915190966836319,0.6159495150777623,0.9803027510643005,0.7872473002684333,0.302601677725951,glove-twitter-25
A person is whisking eggs in a bowl.,A woman is beating two eggs in a bowl using a wire whisk.,3.799999952316284,224,0.7599999904632568,0.9135538339614868,0.7097635896689668,0.6777390170561892,0.989015519618988,0.7676894625050146,0.4743612840726031,0.9890156388282776,0.7019737475059082,0.09330683718085692,0.9703753590583801,0.5827714630442784,0.296144302165183,0.9329800009727478,0.5936869981547175,0.7799965265444018,0.9472218155860901,0.5931634070565912,0.4192035429007293,glove-twitter-25
The dog could not figure out how to get a stick out the doggy door.,A dog is trying to get through his dog door.,2.75,225,0.55,1.0000001192092896,1.0,0.6238099779381776,0.9939393997192383,0.7947618626783969,0.7765667179317839,0.9939393997192383,0.6636585210059405,0.19329981541094443,0.9937211275100708,0.6953231735459879,0.40389810050592895,0.995566189289093,0.90800395640552,0.5569430686104302,0.994401216506958,0.8805552891862347,0.3078437018667663,glove-twitter-25
